date,temp,usage
2023-09-04,20.61354167,6.114326055166
2023-09-05,20.39604167,10.450970702436
2023-09-06,21.32708333,8.43392668045
2023-09-07,23.19854167,10.854379506833
2023-09-08,22.97604167,11.795666717093
2023-09-09,24.5625,10.484588102802
2023-09-10,22.36708333,9.946709696939
2023-09-11,20.38625,12.871423528819
2023-09-12,17.37083333,9.408831291076
2023-09-13,14.91125,8.602013682282
2023-09-14,16.2725,6.652204461029
2023-09-15,17.27083333,8.534778881549
2023-09-16,17.309375,11.997371119291
2023-09-17,17.13666667,11.150233333333
2023-09-18,15.964375,11.150233333333
2023-09-19,15.795625,11.150233333333
2023-09-20,16.41666667,11.150233333333
2023-09-21,12.87125,11.150233333333
2023-09-22,11.99875,11.150233333333
2023-09-23,12.06791667,11.150233333333
2023-09-24,16.2325,11.150233333333
2023-09-25,17.02041667,11.150233333333
2023-09-26,16.10666667,11.150233333333
2023-09-27,16.186875,11.150233333333
2023-09-28,15.76666667,11.150233333333
2023-09-29,15.4275,11.150233333333
2023-09-30,14.32375,11.150233333333
2023-10-01,18.456875,11.150233333333
2023-10-02,17.14479167,11.150233333333
2023-10-03,13.670625,11.150233333333
2023-10-04,13.165625,11.150233333333
2023-10-05,14.278125,11.99
2023-10-06,16.44145833,11.93
2023-10-07,17.596875,12.68
2023-10-08,17.34270833,12.4
2023-10-09,17.57291667,10.34
2023-10-10,16.26104167,7.87
2023-10-11,16.69895833,9.85
2023-10-12,11.57625,15.05
2023-10-13,15.274375,9.82
2023-10-14,8.59625,19.49
2023-10-15,6.013333333,21.57
2023-10-16,6.908958333,18.26
2023-10-17,10.628125,12.13
2023-10-18,12.154791666667,12.54
2023-10-19,15.45375,14.34
2023-10-20,13.777872340426,7.29
2023-10-21,11.34625,17.05
2023-10-22,9.521458333,8.03
2023-10-23,10.37041667,5.6
2023-10-24,9.701666667,5.41
2023-10-25,8.60125,7.84
2023-10-26,10.63979167,11.13
2023-10-27,9.376666667,16.23
2023-10-28,11.01854167,21.75
2023-10-29,9.724375,19.17
2023-10-30,10.32375,13.11
2023-10-31,9.235833333,16.0
2023-11-01,11.09583333,13.08378
2023-11-02,9.543846154,18.552688153427
2023-11-03,8.761276596,20.218660150603
2023-11-04,7.454166667,19.506672118197
2023-11-05,8.911458333,18.470689531717
2023-11-06,8.531458333,22.679618785088
2023-11-07,7.72,23.505604901335
2023-11-08,8.334791667,17.21471064309
2023-11-09,7.121666667,20.372657562107
2023-11-10,6.18875,23.690601791777
2023-11-11,4.970416667,20.546654637442
2023-11-12,6.07875,28.888514421622
2023-11-13,11.506875,18.106695649982
2023-11-14,9.976458333,14.990748025011
2023-11-15,8.074583333,18.751684808552
2023-11-16,5.249583333,22.353624264632
2023-11-17,6.634255319,20.019663495479
2023-11-18,11.76708333,11.654804097892
2023-11-19,11.41645833,17.005714156049
2023-11-20,9.488333333,17.444706777154
2023-11-21,8.797083333,17.045713483713
2023-11-22,7.736458333,19.63256181
2023-11-23,11.49061224,13.24525574
2023-11-24,6.398541667,19.16191821
2023-11-25,1.593333333,33.41569596
2023-11-26,2.67375,33.41569596
2023-11-27,6.228541667,24.70878927
2023-11-28,4.083333333,31.19694754
2023-11-29,0.7958333333,38.45830602
2023-11-30,-0.09625,44.00517708
2023-12-01,-0.2283333333,38.55915822
2023-12-02,-2.029375,41.551106852907
2023-12-03,3.9675,26.255189686182
2023-12-04,5.859791667,28.944581715496
2023-12-05,4.976862745,21.246197031584
2023-12-06,1.49212766,34.995713781453
2023-12-07,6.214583333,22.859832249172
2023-12-08,7.742291667,19.86788361656
2023-12-09,9.333958333,23.330475854302
2023-12-10,8.7775,28.675642512565
2023-12-11,8.261458333,20.674701225354
2023-12-12,8.576458333,18.422335400804
2023-12-13,6.460833333,24.540702267494
2023-12-14,4.716458333,23.935589060898
2023-12-15,6.601458333,19.632561813995
2023-12-16,9.850625,18.052543996773
2023-12-17,9.729375,13.413342746205
2023-12-18,10.81958333,18.45595280117
2023-12-19,8.922291667,19.767031415461
2023-12-20,7.886041667,21.716840636714
2023-12-21,11.42,17.918074395307
2023-12-22,10.14770833,22.658127846974
2023-12-23,10.30958333,9.076698098936
2023-12-24,12.55104167,5.580488460827
2023-12-25,11.03791667,9.681811305532
2023-12-26,6.323541667,11.564385726052
2023-12-27,9.35,13.17802094364
2023-12-28,10.43916667,8.807758896005
2023-12-29,7.340833333,14.085690753534
2023-12-30,8.535416667,12.640142537778
2023-12-31,7.192291667,13.74951674987
2024-01-01,7.39,13.715899349503
2024-01-02,10.235,11.698855327518
2024-01-03,8.445208333,9.379254702234
2024-01-04,6.278541667,15.800178172222
2024-01-05,5.447446809,22.624510446607
2024-01-06,4.795833333,23.128771452104
2024-01-07,2.969791667,34.323365774125
2024-01-08,1.909375,31.129712739314
2024-01-09,1.218541667,42.492394063167
2024-01-10,1.917708333,34.995713781453
2024-01-11,3.160208333,30.659069134184
